124;1318.00;13.15;1027.00;big
125;1764.00;11.78;746.00;small
125;1704.00;11.05;672.00;small
125;1774.00;11.07;683.00;big
126;2455.00;12.40;1535.00;small
126;2523.00;11.05;1525.00;small
126;2396.00;14.07;1523.00;small
127;2382.00;10.00;1413.00;small
127;2746.00;11.07;1256.00;small
127;2265.00;10.45;1313.00;small
127;2493.00;10.50;1273.00;small
127;2548.00;11.12;1428.00;small
127;2729.00;10.30;1392.00;small
128;2854.00;10.25;1378.00;big
128;2823.00;9.78;1448.00;small
129;2944.00;14.38;1601.00;big
129;2829.00;13.07;1592.00;big
130;2848.00;9.80;1823.00;big
130;2916.00;9.80;1784.00;big
130;2810.00;10.10;1802.00;big
130;2865.00;9.70;1759.00;small
131;2868.00;10.00;1911.00;big
131;2814.00;9.80;1892.00;big
132;2886.00;9.90;2008.00;big
132;2817.00;9.70;2012.00;big
133;2935.00;10.00;1862.00;big
133;2999.00;9.90;1897.00;big
133;2967.00;10.40;1973.00;big
134;3050.00;10.43;1628.00;small
134;3005.00;15.18;1667.00;small
135;3032.00;9.95;1728.00;big
135;2963.00;9.70;1729.00;big
136;3303.00;9.80;1859.00;big
136;3407.00;10.03;1809.00;big
136;3543.00;11.93;1810.00;big
137;3043.00;9.80;1841.00;big
137;3108.00;9.60;1778.00;big
137;2998.00;9.85;1807.00;big
137;3123.00;9.98;1876.00;big
138;3228.00;10.28;1884.00;small
138;3219.00;13.18;1981.00;small
139;2791.00;14.55;585.00;big
139;2693.00;12.20;545.00;big
140;2299.00;10.90;1186.00;big
140;2508.00;10.60;1124.00;big
140;2399.00;10.45;1142.00;big
141;3722.00;12.95;1401.00;big
141;3688.00;10.38;1360.00;big
142;3899.00;11.85;1222.00;big
142;3867.00;11.90;1284.00;big
143;4031.00;9.70;1577.00;big
143;4075.00;11.43;1550.00;big
144;3791.00;13.15;1631.00;big
144;3869.00;14.48;1547.00;big
145;3495.00;12.80;1585.00;big
145;3655.00;18.00;1596.00;big
146;3581.00;20.75;1418.00;big
146;3565.00;22.75;1495.00;big
146;3651.00;21.85;1449.00;big
147;3915.00;11.45;2369.00;big
147;3632.00;9.50;2325.00;big
148;4353.00;12.75;1793.00;big
148;4287.00;11.07;1713.00;big
149;3836.00;11.20;1952.00;big
149;3936.00;10.32;2091.00;big
150;2974.00;9.70;2168.00;big
150;2924.00;10.50;2090.00;big
150;2994.00;10.50;2049.00;big
151;3506.00;10.35;1954.00;big
151;3587.00;9.80;2005.00;big
151;3503.00;9.80;2085.00;big
152;3889.00;16.25;1729.00;big
152;3786.00;14.38;1729.00;big
152;3997.00;12.70;1768.00;big
153;3496.00;15.18;1444.00;big
153;3543.00;9.85;1379.00;big
154;4272.00;11.38;1505.00;big
154;4370.00;12.20;1578.00;big
155;4122.00;9.85;1720.00;big
155;4131.00;9.70;1643.00;big
155;4074.00;12.53;1659.00;big
156;4330.00;9.80;512.00;small
156;4057.00;10.40;536.00;small
157;4795.00;12.45;298.00;big
157;4878.00;11.55;398.00;big
158;4115.00;9.75;872.00;small
158;3948.00;11.23;893.00;small
159;3981.00;10.50;990.00;big
159;4043.00;10.07;1053.00;big
160;4107.00;10.43;1224.00;big
160;4152.00;12.23;1112.00;big
161;2091.00;10.53;2202.00;small
161;2147.00;10.75;2240.00;small
162;3374.00;11.93;1542.00;big
162;3328.00;17.10;1527.00;big
163;1445.00;10.40;976.00;big
163;1512.00;9.70;903.00;big
163;1396.00;10.00;873.00;big
164;4033.00;10.48;1382.00;big
164;4082.00;10.78;1413.00;big
165;3979.00;9.98;1394.00;big
165;3884.00;13.65;1397.00;big
166;1167.00;9.50;2151.00;big
166;1220.00;9.50;2007.00;big
167;4403.00;13.10;912.00;big
167;4318.00;11.78;952.00;big
167;4475.00;15.73;877.00;big
168;2598.00;9.50;1679.00;small
169;2521.00;12.57;1628.00;big
170;1282.00;9.80;1358.00;big
170;1290.00;9.50;1453.00;big
171;266.00;9.50;2001.00;small
171;492.00;9.50;1868.00;small
172;323.00;9.50;787.00;big
172;332.00;9.50;1032.00;big
173;2476.00;9.50;1932.00;small
173;2508.00;9.50;2004.00;small
174;2479.00;9.50;2210.00;small
174;2450.00;9.50;2078.00;small
175;720.00;9.50;1061.00;big
175;710.00;9.50;836.00;big
176;89.00;9.50;1608.00;big
176;5095.00;9.50;1646.00;big
177;4715.00;9.50;1721.00;big
177;4659.00;9.50;1533.00;big
178;5030.00;9.50;432.00;big
178;77.00;9.50;489.00;big
179;345.00;9.50;396.00;big
179;317.00;9.50;615.00;big
180;118.00;9.50;1087.00;big
180;5085.00;9.50;1185.00;big
181;3034.00;12.30;718.00;big
182;2227.00;11.98;1407.00;small
182;2293.00;16.70;1470.00;small
182;2333.00;12.23;1515.00;small
183;2660.00;10.53;1135.00;big
184;2583.00;14.32;1111.00;big
184;2536.00;12.55;1019.00;big
185;2905.00;11.20;762.00;big
186;4182.00;13.53;1619.00;small
186;4195.00;9.90;1559.00;small
187;3866.00;9.70;948.00;small
187;3814.00;10.30;1009.00;small
188;3797.00;9.85;1112.00;small
188;3835.00;9.90;1044.00;small
190;3389.00;13.75;1451.00;big
190;3440.00;11.53;1479.00;big
191;2608.00;9.50;2302.00;small
191;2735.00;11.73;2394.00;small
192;2603.00;10.88;2102.00;big
192;2605.00;11.53;2168.00;big
193;4175.00;11.40;756.00;small
193;4270.00;10.20;795.00;small
194;4472.00;10.00;469.00;small
194;4470.00;10.20;662.00;small
195;4314.00;10.03;630.00;small
195;4134.00;10.60;633.00;small
196;3070.00;10.57;1379.00;small
196;3019.00;11.85;1363.00;small
197;1407.00;9.80;1713.00;small
197;1337.00;11.45;1670.00;small
198;1165.00;10.10;1646.00;big
199;830.00;14.62;1721.00;big
200;3722.00;19.65;1541.00;big
200;3811.00;12.95;1547.00;big
201;1318.00;9.80;935.00;small
201;1352.00;18.62;798.00;small
202;2763.00;9.50;1557.00;small
203;3112.00;9.50;1390.00;small
204;908.00;15.38;1379.00;small
204;825.00;10.85;1439.00;small
205;1040.00;9.70;1235.00;small
205;1113.00;9.95;1231.00;small
206;2631.00;9.50;1961.00;small
207;2543.00;9.50;1938.00;small
208;2390.00;10.25;1798.00;big
208;2366.00;9.60;1759.00;big
209;2278.00;12.03;1640.00;big
209;2318.00;12.05;1647.00;big
210;2345.00;11.65;1582.00;big
210;2294.00;11.48;1583.00;big
211;1088.00;10.30;1487.00;small
211;1190.00;10.35;1472.00;big
212;997.00;9.50;2149.00;big
213;1497.00;9.70;1717.00;big
213;1451.00;9.80;1745.00;big
214;1170.00;12.03;1550.00;big
214;1237.00;11.55;1585.00;big
215;2632.00;13.98;657.00;big
216;2835.00;10.60;1213.00;big
217;2893.00;12.40;912.00;big
217;2887.00;13.90;1005.00;big
218;661.00;9.65;1614.00;big
218;710.00;12.80;1543.00;small
219;855.00;16.43;1614.00;big
219;865.00;15.60;1522.00;small
220;1598.00;9.70;1778.00;big
220;1516.00;11.07;1917.00;big
220;1475.00;10.78;1847.00;big
221;812.00;11.12;1920.00;big
222;600.00;9.50;2298.00;big
222;778.00;10.45;2156.00;big
223;2774.00;12.10;664.00;big
223;2799.00;13.25;794.00;big
224;2615.00;13.90;814.00;big
225;2583.00;10.20;1466.00;small
225;2649.00;10.12;1444.00;small
225;2700.00;11.23;1473.00;small
226;2173.00;11.23;1197.00;small
226;2216.00;10.18;1130.00;big
227;2803.00;12.28;1031.00;big
227;2800.00;9.50;966.00;big
227;2744.00;10.70;1033.00;big
228;3871.00;9.70;1155.00;big
228;3920.00;13.30;1172.00;big
229;3800.00;9.70;1240.00;big
229;3830.00;10.25;1203.00;big
230;3493.00;9.78;1134.00;big
230;3495.00;12.00;1194.00;big
231;3580.00;14.28;1287.00;big
231;3511.00;10.12;1304.00;big
232;2887.00;11.18;1466.00;small
232;2913.00;14.00;1522.00;big
233;1337.00;10.20;1991.00;big
233;1335.00;10.50;1800.00;big
234;1221.00;11.30;1770.00;big
234;1118.00;10.57;1829.00;big
235;586.00;12.85;1973.00;big
235;655.00;14.50;1829.00;big
236;2966.00;13.98;1306.00;big
236;3017.00;13.55;1260.00;small
236;3025.00;15.40;1201.00;small
236;3111.00;11.88;1255.00;small
237;2944.00;12.55;1390.00;big
238;3157.00;9.80;1335.00;big
239;3111.00;14.95;1550.00;big
239;3042.00;13.40;1579.00;big
240;3076.00;9.70;1462.00;big
240;3057.00;13.25;1513.00;big
241;3162.00;12.10;1516.00;big
241;3220.00;12.98;1543.00;big
242;4099.00;11.65;1810.00;big
242;4187.00;11.90;1760.00;big
243;4191.00;12.32;1677.00;big
243;4247.00;11.00;1729.00;big
244;4032.00;11.85;1717.00;big
244;3999.00;13.93;1636.00;big
245;3946.00;10.95;1538.00;big
245;3961.00;13.60;1589.00;big
246;3911.00;10.93;1463.00;big
246;3974.00;9.70;1450.00;big
247;4010.00;11.30;1508.00;big
247;4073.00;9.70;1471.00;big
248;3934.00;9.95;1325.00;big
248;3996.00;10.05;1337.00;big
249;3807.00;14.70;1374.00;big
249;3845.00;14.00;1338.00;big
250;3749.00;20.95;1442.00;big
250;3838.00;20.27;1466.00;big
251;3483.00;20.98;1513.00;big
251;3414.00;15.00;1524.00;big
252;3587.00;10.25;1702.00;big
252;3675.00;14.20;1685.00;big
254;3432.00;10.25;1401.00;big
254;3463.00;10.80;1341.00;big
255;4291.00;12.70;1834.00;big
255;4177.00;10.20;1908.00;big
256;4020.00;12.35;1935.00;big
256;3917.00;16.85;1849.00;big
257;4898.00;11.00;2313.00;big
257;4675.00;10.32;1980.00;big
258;4277.00;13.25;1969.00;big
258;4451.00;11.00;2085.00;big
259;4224.00;12.18;2270.00;big
259;4513.00;9.88;2246.00;big
260;4166.00;10.73;2070.00;big
260;4091.00;10.70;2290.00;big
261;3561.00;10.00;1880.00;big
261;3634.00;11.10;1912.00;big
262;3693.00;10.20;2111.00;big
262;3695.00;10.68;1977.00;big
263;3496.00;9.70;2222.00;big
263;3343.00;9.70;2261.00;big
264;3118.00;10.60;2133.00;big
264;3196.00;10.23;2281.00;big
265;2854.00;9.80;2207.00;big
265;2869.00;9.80;2122.00;big
266;3689.00;13.23;1780.00;big
266;3777.00;14.82;1807.00;big
267;3189.00;9.80;1674.00;big
267;3256.00;9.80;1593.00;big
268;3506.00;10.70;1728.00;big
268;3449.00;12.40;1654.00;big
269;3324.00;11.50;1614.00;big
269;3379.00;18.08;1590.00;big
270;3219.00;9.80;1787.00;big
270;3332.00;10.55;1682.00;big
271;2714.00;11.15;916.00;big
271;2762.00;13.10;846.00;big
272;2672.00;11.00;1009.00;big
272;2618.00;11.18;934.00;big
273;2937.00;13.75;1214.00;big
273;2970.00;10.90;1174.00;big
274;3053.00;11.18;1129.00;big
274;3010.00;11.00;1053.00;big
275;2521.00;10.10;1964.00;big
275;2533.00;9.70;1917.00;big
276;2681.00;12.00;2307.00;big
276;2649.00;11.30;2231.00;big
277;2778.00;10.90;2341.00;big
277;2778.00;10.48;2234.00;big
278;2739.00;10.12;2097.00;big
278;2721.00;9.75;2157.00;big
278;2711.00;9.60;2092.00;small
279;2679.00;9.50;2118.00;big
279;2696.00;9.50;2181.00;big
280;1533.00;9.80;1052.00;big
281;1553.00;9.82;624.00;big
282;1591.00;10.00;518.00;big
282;1659.00;12.35;601.00;big
283;1373.00;10.82;194.00;big
283;1421.00;12.30;374.00;big
284;1418.00;17.55;655.00;big
284;1402.00;19.10;530.00;big
285;1695.00;10.00;873.00;big
285;1702.00;9.75;947.00;big
286;1857.00;11.10;886.00;small
286;1789.00;11.50;825.00;big
287;1457.00;10.50;758.00;big
288;1596.00;10.20;771.00;big
289;3327.00;12.18;1471.00;big
289;3279.00;12.45;1499.00;big
290;3594.00;10.18;1366.00;big
290;3649.00;9.85;1338.00;big
291;3337.00;14.68;1419.00;big
291;3303.00;12.32;1391.00;big
292;3778.00;12.28;1293.00;big
292;3773.00;12.15;1334.00;big
293;3787.00;9.50;1175.00;big
293;3768.00;9.60;1238.00;big
294;3719.00;9.73;1282.00;big
294;3742.00;10.80;1240.00;big
295;3740.00;9.98;1316.00;big
295;3756.00;10.32;1373.00;big
296;3401.00;9.98;1330.00;big
296;3365.00;9.70;1370.00;big
297;3220.00;11.05;1475.00;big
297;3223.00;12.48;1398.00;big
298;3132.00;13.65;1436.00;big
298;3192.00;10.95;1401.00;big
299;4311.00;9.50;2543.00;big
299;4238.00;9.50;2507.00;big
300;4563.00;9.50;2531.00;big
300;4772.00;9.50;2484.00;big
301;66.00;9.50;2459.00;big
301;5035.00;9.50;2435.00;big
302;489.00;9.50;2443.00;big
302;312.00;9.50;2502.00;big
303;791.00;9.50;2334.00;big
303;679.00;9.50;2449.00;big
304;965.00;9.50;2461.00;big
304;977.00;9.50;2344.00;big
305;1099.00;9.50;2494.00;big
305;1137.00;9.50;2395.00;big
306;1257.00;9.50;2370.00;big
306;1274.00;9.50;2273.00;big
307;1312.00;9.50;2149.00;big
307;1431.00;9.50;2078.00;big
308;3269.00;9.50;2487.00;big
308;3471.00;9.70;2485.00;big
309;1544.00;9.50;2321.00;big
309;1447.00;9.50;2499.00;big
310;2269.00;9.80;2454.00;big
310;2164.00;9.50;2368.00;big
311;1393.00;9.50;46.00;big
311;1256.00;9.50;149.00;big
312;2209.00;9.50;88.00;big
312;2545.00;9.50;141.00;big
313;2899.00;9.50;120.00;big
313;3369.00;9.50;114.00;big
314;4277.00;9.50;58.00;big
314;3847.00;9.50;130.00;big
315;1361.00;11.30;2278.00;big
315;1245.00;10.00;2478.00;big
